"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
0.20180,-0.0327,0.36902,-0.0232,0.03928,-0.1390,-0.0935,0.01859,-0.0402,0.00110,0.19646,0.07279
-0.1167,0.03573,-0.1509,-0.0437,0.00589,0.25528,0.27396,-0.0841,0.10148,-0.1066,0.01184,-0.1272
0.31684,-0.1012,0.23902,-0.0369,0.05598,-0.1249,-0.0935,0.20949,-0.0559,0.06098,-0.0035,0.07279
-0.1344,0.16587,-0.2709,-0.0506,-0.0358,0.25528,0.01954,0.06265,0.24321,0.01308,-0.0804,-0.1272
0.10445,0.02204,0.05902,-0.0095,0.00256,0.26936,0.07255,0.03328,-0.0244,0.04302,0.21184,0.27279
-0.1521,0.21382,-0.2409,-0.0163,-0.0475,0.22711,0.00541,-0.1135,0.16447,-0.0587,0.28877,0.27279
-0.0548,0.29601,-0.0709,-0.0369,-0.0675,-0.0123,0.04781,-0.0915,0.03849,-0.1306,0.07338,-0.1272
0.19295,-0.1971,0.19902,-0.0300,-0.0358,-0.1390,-0.0793,0.07733,-0.1268,0.14482,0.08877,0.27279
-0.0548,0.29601,-0.0709,-0.0369,-0.0675,-0.0123,0.04781,-0.0915,0.03849,-0.1306,0.07338,-0.1272
-0.1521,0.21382,-0.2409,-0.0163,-0.0475,0.22711,0.00541,-0.1135,0.16447,-0.0587,0.28877,0.27279
-0.1698,0.09738,-0.1909,-0.0300,-0.0708,0.04401,0.00541,-0.1355,0.14085,-0.1006,0.15031,0.07279
0.10445,0.17272,-0.0509,-0.0437,-0.0174,-0.1390,-0.0511,0.15075,-0.0402,-0.0587,0.02723,0.07279
0.06905,-0.0053,0.05902,-0.0848,-0.0291,-0.0968,-0.0581,0.07733,-0.0559,-0.0348,-0.1727,-0.1272
0.39649,0.21382,0.35902,-0.0095,0.00089,-0.0404,-0.0405,0.21683,-0.1662,-0.0348,-0.0035,0.07279
0.19295,-0.1971,0.19902,-0.0300,-0.0358,-0.1390,-0.0793,0.07733,-0.1268,0.14482,0.08877,0.27279
-0.0459,0.01519,0.07902,-0.0232,-0.0224,0.07218,0.06901,0.04796,-0.0481,-0.0587,-0.1881,-0.1272
0.31684,-0.1080,0.41902,-0.0163,-0.0158,-0.0545,-0.0793,-0.0695,-0.2449,-0.0048,0.36569,0.07279
0.35224,-0.0943,0.35902,-0.0163,0.00589,-0.1390,-0.1005,0.26823,-0.1189,-0.1006,-0.1419,-0.1272
0.18410,-0.0806,0.27902,0.04528,-0.0191,0.08626,0.02661,0.20949,-0.1268,0.13883,-0.0804,0.07279
0.35224,-0.0943,0.35902,-0.0163,0.00589,-0.1390,-0.1005,0.26823,-0.1189,-0.1006,-0.1419,-0.1272
-0.0282,0.09738,0.02902,-0.0369,-0.0458,0.31162,0.05488,-0.0695,-0.0402,-0.0587,-0.0343,0.07279
0.24605,-0.0533,0.45902,0.04528,-0.0358,-0.1390,-0.0864,0.13607,-0.1111,0.00110,0.11954,0.07279
0.18410,-0.0806,0.27902,0.04528,-0.0191,0.08626,0.02661,0.20949,-0.1268,0.13883,-0.0804,0.07279
-0.1167,0.06313,-0.0909,-0.0711,-0.0425,-0.1249,0.01248,-0.1209,-0.1819,-0.0348,-0.1727,-0.1272
0.37879,-0.1491,0.44902,-0.0232,-0.0258,-0.1390,-0.0617,0.14341,-0.3394,0.09691,-0.0958,0.47279
0.31684,-0.0875,0.37902,-0.0266,-0.0324,-0.1249,-0.0687,0.15075,-0.1977,0.01308,0.13492,0.07279
0.64428,0.10765,0.48902,0.07953,0.02092,-0.1390,-0.0122,0.47381,-0.2843,0.01308,0.11954,0.27279
0.14870,-0.0601,0.21902,0.01104,-0.0174,-0.0686,-0.0970,-0.0327,-0.0638,-0.0168,0.18108,0.27279
-0.2672,0.02889,-0.2609,-0.0574,-0.0558,-0.1531,-0.0687,-0.2457,0.20384,0.10889,0.31954,0.27279
0.10445,0.14190,-0.1709,-0.0300,-0.0141,-0.1390,-0.0546,0.13607,-0.0638,-0.0587,-0.0496,0.07279
0.36994,-0.1012,0.32902,0.00419,-0.0107,0.21302,0.09022,0.20949,-0.1662,0.04302,0.01184,-0.1272
0.08675,-0.0327,0.01902,-0.0300,0.06599,-0.1390,-0.1076,0.00391,-0.0717,0.03703,0.11954,-0.1272
0.02481,0.00149,-0.0509,-0.0369,0.02092,-0.1249,-0.0687,-0.0034,-0.0874,-0.0587,-0.0343,0.07279
0.31684,-0.0943,0.41902,0.01789,0.01257,0.01584,-0.0405,0.19481,-0.1662,-0.0288,0.05800,0.07279
0.31684,-0.0943,0.41902,0.01789,0.01257,0.01584,-0.0405,0.19481,-0.1662,-0.0288,0.05800,0.07279
0.00711,-0.1080,0.25902,-0.0506,0.54346,-0.0968,-0.0723,0.08467,-0.1977,0.24062,-0.2035,0.07279
-0.1344,0.02204,-0.2409,-0.0574,-0.0057,0.02993,-0.0405,0.00391,0.10148,-0.0168,-0.0650,0.07279
0.18410,-0.1354,0.35902,0.01789,-0.0057,-0.1531,-0.0864,0.22417,-0.0402,0.04901,0.11954,0.27279
-0.1167,-0.2039,0.12902,-0.0643,-0.0408,0.07218,0.07255,-0.1135,0.14873,-0.0168,0.10415,-0.1272
0.26374,0.06313,0.39902,0.18227,-0.0024,-0.1390,-0.0970,0.15075,-0.0717,0.01907,0.45800,0.47279
0.05136,0.04258,0.11902,-0.0163,0.01257,-0.1531,-0.0864,0.13607,0.04636,-0.0467,-0.0189,-0.1272
0.07790,0.06998,-0.0609,0.01104,0.01591,0.18486,0.06548,0.15075,-0.0244,-0.0467,-0.1266,-0.1272
0.18410,-0.1354,0.35902,0.01789,-0.0057,-0.1531,-0.0864,0.22417,-0.0402,0.04901,0.11954,0.27279
0.29029,0.03573,0.38902,-0.0232,-0.0224,-0.0827,0.00188,0.29760,-0.0481,-0.0527,-0.2189,-0.5272
0.07790,-0.0670,0.24902,-0.0163,-0.0074,-0.0264,-0.0829,0.06265,0.03062,-0.0288,0.13492,0.07279
-0.0017,0.05971,-0.0509,0.00419,-0.0007,-0.1390,-0.0970,0.10670,-0.0402,-0.0288,-0.1727,-0.1272
0.23720,-0.1834,0.40902,0.00076,-0.0041,-0.0827,-0.0758,0.01859,-0.1032,-0.0288,0.21184,-0.1272
-0.0194,0.09053,0.42902,-0.0232,0.01758,0.12852,0.29163,0.03328,-0.1819,-0.0767,-0.2189,-0.1272
0.28144,-0.1457,0.26902,-0.0300,-0.0057,-0.1531,-0.1111,0.14341,-0.2607,0.02506,-0.1881,0.07279
0.14870,-0.1628,0.12902,0.02473,0.01758,-0.0827,-0.0723,0.28291,0.13298,0.15080,-0.1112,-0.1272
0.17525,-0.0190,0.14902,-0.0369,-0.0308,0.07218,0.01601,0.10670,-0.1189,0.03703,0.16569,0.07279
0.04251,-0.0464,0.17902,0.00419,-0.0375,-0.1249,-0.1005,-0.1502,0.00699,0.07895,0.55031,0.07279
0.27259,-0.1149,0.41902,-0.0300,0.00422,-0.1390,-0.0899,0.23886,-0.1111,-0.0228,-0.1881,0.07279
0.03366,0.20012,-0.2509,-0.0916,-0.0291,0.28345,0.00541,-0.1135,-0.0874,-0.0467,-0.0958,-0.1272
0.41419,-0.1423,0.37902,0.00419,0.00923,-0.0123,0.00188,0.20949,-0.2056,-0.0288,0.02723,-0.1272
0.11330,0.00834,0.14902,-0.0095,-0.0107,0.12852,0.01954,0.01859,-0.0874,0.03104,0.15031,0.07279
0.36994,-0.1080,0.27902,0.00419,-0.0074,0.12852,0.07608,0.20215,-0.1268,0.09691,-0.0035,0.07279
0.13985,-0.1217,0.27902,-0.0300,-0.0425,-0.1531,-0.1147,0.02594,-0.0402,0.07895,0.02723,-0.1272
0.19295,-0.1697,0.23902,-0.0574,-0.0124,-0.0827,-0.0793,0.10670,-0.0874,0.13883,-0.1573,0.07279
0.11330,0.10423,-0.0309,-0.0232,-0.0007,-0.1531,-0.0652,0.15075,-0.1347,-0.0348,-0.0343,-0.1272
0.08675,-0.1765,0.13902,-0.0369,0.00589,-0.1390,-0.1076,0.09202,-0.0244,0.02506,-0.1112,-0.1272
0.18410,-0.1971,0.21902,-0.0506,-0.0208,-0.1390,-0.0935,0.06999,-0.1032,0.24062,0.08877,0.07279
0.11330,0.10423,-0.0309,-0.0232,-0.0007,-0.1531,-0.0652,0.15075,-0.1347,-0.0348,-0.0343,-0.1272
0.09560,0.10765,-0.1609,0.01104,-0.0174,-0.1390,-0.0546,0.12138,-0.0953,0.02506,-0.0496,0.07279
0.20180,-0.1697,0.11902,0.88775,-0.0308,-0.1390,-0.0829,0.42975,-0.1504,0.00110,-0.1881,-0.1272
0.09560,-0.1560,0.28902,0.01789,-0.0124,-0.1390,-0.1041,-0.0254,-0.1268,0.15679,0.19646,0.47279
0.20180,-0.1149,0.31902,-0.0232,0.10773,-0.1390,-0.1005,0.13607,-0.2134,0.23464,-0.1573,-0.1272
0.20180,-0.1149,0.32902,-0.0232,0.10773,-0.1249,-0.1005,0.13607,-0.2134,0.24062,-0.1573,-0.1272
0.20180,-0.0601,0.40902,0.10693,0.04429,-0.1390,-0.0793,0.01859,-0.1977,0.00110,0.45800,0.07279
0.16640,0.09738,0.11902,-0.0437,-0.0558,-0.1390,-0.1041,0.06265,-0.1111,-0.1126,-0.0650,-0.1272
0.16640,0.09738,0.11902,-0.0437,-0.0558,-0.1390,-0.1041,0.06265,-0.1111,-0.1126,-0.0650,-0.1272
0.16640,0.08026,0.08902,-0.0506,-0.0575,-0.1531,-0.1147,0.10670,-0.1111,-0.1426,-0.0650,0.07279
0.29029,-0.1423,0.27902,0.01789,-0.0107,0.26936,0.07255,0.25354,0.00699,0.15679,0.05800,0.27279
0.08675,-0.0943,0.12902,0.00419,-0.0241,-0.0827,-0.0723,0.12138,0.02274,0.05500,-0.0343,0.07279
0.08675,0.16930,-0.0009,0.01789,-0.0158,0.11443,0.03368,0.12138,-0.0008,0.00709,0.02723,0.07279
0.07790,-0.0806,0.22902,-0.0026,-0.0542,-0.0545,-0.0758,-0.1135,0.02274,0.07895,0.44261,0.27279
0.05136,-0.0875,0.23902,0.00419,-0.0592,-0.0404,-0.0687,-0.1282,0.00699,0.14482,0.45800,0.27279
0.03366,0.11108,0.03902,0.03158,-0.0024,0.10035,0.12202,0.25354,0.13298,0.04901,0.18108,0.07279
-0.1610,-0.0943,-0.0409,0.39460,-0.0608,0.17077,0.15735,-0.1135,0.10148,-0.0647,0.25800,0.07279
0.21065,-0.1217,0.25902,0.00419,-0.0291,-0.1531,-0.1076,0.03328,-0.1268,-0.0048,0.08877,0.47279
-0.0459,-0.0053,-0.0209,-0.0437,-0.0107,-0.0264,-0.0299,0.12138,0.09361,-0.0048,-0.2189,0.07279
-0.0990,-0.1286,0.04902,-0.0026,0.00422,0.38204,0.23509,-0.0107,0.00699,0.07895,0.10415,-0.1272
0.21065,-0.1217,0.25902,0.00419,-0.0291,-0.1531,-0.1076,0.03328,-0.1268,-0.0048,0.08877,0.47279
0.03366,0.11108,0.03902,0.03158,-0.0024,0.10035,0.12202,0.25354,0.13298,0.04901,0.18108,0.07279
-0.0459,-0.0053,-0.0209,-0.0437,-0.0107,-0.0264,-0.0299,0.12138,0.09361,-0.0048,-0.2189,0.07279
0.18410,-0.0601,0.45902,0.27473,-0.0224,0.31162,0.10435,0.16544,-0.1111,0.11488,0.24261,0.27279
0.18410,-0.0601,0.45902,0.27473,-0.0224,0.31162,0.10435,0.16544,-0.1111,0.11488,0.24261,0.27279
0.19295,-0.1834,0.19902,-0.0437,-0.0158,-0.1390,-0.0793,0.06265,-0.1032,0.22865,0.07338,0.27279
0.19295,-0.1971,0.14902,-0.0506,-0.0174,-0.1390,-0.0864,0.06265,-0.0796,0.23464,0.05800,0.27279
0.16640,-0.0259,0.35902,0.02473,-0.0258,-0.0827,-0.0723,0.00391,-0.1189,0.07296,0.31954,0.27279
0.18410,-0.1971,0.18902,-0.0506,-0.0208,-0.1390,-0.0899,0.06265,-0.0481,0.21667,0.05800,0.27279
0.25489,0.09738,0.27902,-0.0163,-0.0057,-0.1390,-0.1182,0.23886,-0.1111,0.03104,-0.1419,0.07279
0.14870,0.04258,0.03902,-0.0232,0.00422,0.14260,0.05488,0.19481,-0.1032,-0.0168,-0.0343,0.07279
0.44074,-0.1628,0.47902,0.01789,-0.0057,0.10035,-0.0122,0.13607,-0.2134,0.01308,0.15031,0.27279
0.36109,-0.0738,0.21902,0.14117,-0.0241,0.04401,-0.0122,0.07733,-0.2292,-0.0288,-0.1419,-0.1272
0.14870,0.04258,0.03902,-0.0232,0.00422,0.14260,0.05488,0.19481,-0.1032,-0.0168,-0.0343,0.07279
0.21065,-0.0875,0.20902,-0.0300,0.06266,-0.0123,0.00894,0.09202,-0.2213,0.09092,-0.1112,0.07279
0.19295,-0.0122,0.36902,-0.0095,0.03261,-0.1390,-0.1111,0.04062,-0.1741,0.00110,0.21184,0.27279
0.19295,-0.0122,0.36902,-0.0095,0.03261,-0.1390,-0.1111,0.04062,-0.1741,0.00110,0.21184,0.27279
0.01596,0.08710,0.21902,0.24391,0.05765,0.25528,0.36937,0.31228,-0.0008,0.28853,-0.1727,-0.1272
0.36994,0.04943,0.21902,0.12063,0.02092,-0.1531,-0.1147,0.31228,-0.0481,0.04901,0.22723,0.07279
0.18410,0.05628,0.21902,-0.0300,0.18786,-0.1531,-0.1076,0.19481,-0.1189,-0.0168,-0.3112,-0.5272
0.22835,-0.2176,0.21902,0.01789,0.00089,-0.0686,-0.0511,0.03328,-0.0717,0.01308,0.19646,0.07279
-0.0902,-0.1115,0.21902,-0.0026,0.00089,0.32570,0.21036,-0.0107,0.03849,0.07296,0.08877,-0.1272
0.13100,-0.1902,0.21902,0.01104,0.00089,-0.0123,-0.0475,0.10670,0.08573,0.14482,-0.0650,0.07279
-0.0636,-0.0806,0.21902,-0.0369,0.00089,0.00176,-0.0122,0.09202,0.13298,-0.0108,-0.2035,-0.1272
-0.0105,-0.0943,0.21902,-0.0163,0.01925,0.43838,0.30576,0.08467,0.05424,0.19871,-0.0958,-0.1272
0.08675,-0.0875,0.21902,-0.0026,-0.0041,0.31162,0.33757,0.07733,-0.0717,-0.0647,-0.1573,-0.1272
0.07790,-0.0670,0.21902,-0.0095,-0.0024,0.10035,0.24569,0.06265,-0.0638,-0.0108,-0.1419,-0.1272
0.18410,0.07683,-0.0309,0.01789,0.02927,0.18486,0.02308,0.22417,-0.0559,0.00709,-0.0804,-0.1272
-0.0902,-0.1115,0.21902,-0.0026,0.00089,0.32570,0.21036,-0.0107,0.03849,0.07296,0.08877,-0.1272
-0.1167,-0.1012,0.21902,-0.0026,0.01591,0.24119,0.13615,-0.0401,0.06211,0.06697,0.15031,0.07279
-0.0105,-0.0738,0.21902,0.00419,-0.0057,0.22711,0.03014,0.15075,0.02274,0.05500,-0.2650,0.07279
0.13985,0.06998,-0.0309,-0.0095,-0.0174,-0.1390,-0.0475,0.04796,-0.1741,-0.0527,-0.1573,-0.1272
0.06905,-0.2108,-0.0309,-0.0300,-0.0158,-0.2095,-0.0652,0.16544,0.07786,0.12685,-0.0189,0.07279
0.31684,-0.1012,0.21902,0.01104,0.01758,-0.0545,-0.0157,0.26823,-0.1189,-0.0288,-0.0189,-0.1272
0.31684,-0.1012,0.21902,0.01104,0.01758,-0.0545,-0.0157,0.26823,-0.1189,-0.0288,-0.0189,-0.1272
0.17525,-0.1765,-0.0309,-0.0300,-0.0258,-0.0123,-0.0475,-0.0841,-0.0717,0.00110,0.36569,0.07279
0.14870,-0.0327,-0.0309,0.01104,0.02426,-0.0404,-0.0511,0.23886,-0.0244,-0.0587,-0.0650,0.07279
0.06905,-0.2108,-0.0309,-0.0300,-0.0158,-0.2095,-0.0652,0.16544,0.07786,0.12685,-0.0189,0.07279
0.13985,0.06998,-0.0309,-0.0095,-0.0174,-0.1390,-0.0475,0.04796,-0.1741,-0.0527,-0.1573,-0.1272
-0.0194,0.20354,-0.0309,-0.0300,-0.0057,-0.1531,-0.1182,0.03328,0.04636,0.06697,0.04261,0.07279
0.40534,-0.1217,0.21902,0.22336,-0.0358,-0.1531,-0.0405,0.34165,-0.0874,0.00110,0.24261,0.27279
0.25489,-0.0190,0.46902,0.17884,0.02092,-0.1531,-0.1041,0.20949,-0.0717,-0.0228,0.11954,-0.1272
0.07790,0.04258,-0.0309,0.05213,0.02259,0.05810,0.00188,0.15075,-0.0402,0.00709,-0.1266,-0.1272
0.10445,-0.0464,0.21902,0.25761,-0.0391,-0.1531,-0.1041,0.15075,-0.0796,0.04302,0.08877,0.07279
0.08675,0.12820,-0.0309,-0.0300,-0.0291,-0.1531,-0.0935,-0.0107,-0.1504,-0.0408,-0.0804,-0.1272
0.25489,0.09053,-0.0309,-0.0026,-0.0041,0.00176,0.02308,0.18746,-0.1977,0.03703,0.08877,0.07279
0.52923,-0.1491,0.46902,-0.0506,-0.0208,-0.1390,-0.1111,0.29760,-0.3552,0.07895,-0.3112,0.07279
0.06905,-0.0396,0.21902,0.00419,0.01090,0.31162,0.21036,0.10670,-0.1819,-0.0408,-0.2035,-0.1272
-0.0725,0.01519,-0.0309,-0.0369,-0.0158,-0.0827,-0.0652,0.11404,0.10936,0.07296,-0.1419,0.07279
0.20180,-0.1491,0.21902,-0.0026,-0.0341,-0.1390,-0.0899,0.14341,-0.0402,0.12086,0.04261,0.07279
0.36109,-0.1217,0.21902,0.00419,-0.0141,0.15669,0.07961,0.19481,-0.1504,0.05500,-0.0035,0.07279
0.06020,0.00149,0.21902,-0.0437,0.13945,-0.1390,-0.0758,0.05531,-0.0323,-0.0288,-0.1573,0.07279
-0.1344,-0.0122,-0.2609,-0.0300,-0.0224,-0.0968,-0.0758,-0.0695,0.01487,-0.0587,-0.1419,0.07279
0.09560,-0.0670,-0.0309,0.01789,0.00756,-0.0264,-0.0051,0.09202,-0.0953,0.04302,-0.0650,0.07279
0.10445,-0.0464,-0.0309,0.01104,0.00756,-0.0264,-0.0087,0.09202,-0.1504,0.04901,-0.0650,0.07279
-0.2937,0.35080,-0.0309,-0.0643,-0.0625,0.22711,0.17502,-0.2457,0.33770,-0.0228,0.16569,-0.1272
0.63543,0.08026,0.21902,0.11378,0.01257,-0.0827,-0.0829,0.47014,-0.3079,0.04901,0.10415,-0.1272
0.63543,0.08026,0.21902,0.11378,0.01257,-0.0827,-0.0829,0.47014,-0.3079,0.04901,0.10415,-0.1272
0.22835,0.00149,0.21902,0.14117,0.05097,-0.0827,-0.1041,0.25354,-0.1898,-0.0587,0.19646,0.07279
0.64428,0.08026,0.21902,0.11378,0.01257,-0.0827,-0.0829,0.47014,-0.3079,0.04901,0.10415,-0.1272
0.22835,0.00149,0.21902,0.14117,0.05097,-0.0827,-0.1041,0.25354,-0.1898,-0.0587,0.19646,0.07279
0.41419,-0.0396,0.21902,0.12063,-0.0041,-0.1390,0.00188,0.39304,-0.0087,0.01308,0.35031,0.07279
0.38764,0.04943,0.21902,0.01789,-0.0208,-0.1531,-0.0970,0.19481,-0.1347,-0.0527,0.15031,-0.1272
0.06020,-0.0601,0.21902,-0.0095,-0.0158,0.14260,0.26336,0.07733,-0.0638,-0.0467,-0.1881,-0.1272
0.06020,0.00834,0.21902,0.02473,0.01090,0.35387,0.22449,0.10670,-0.1819,-0.0288,-0.1881,-0.1272
-0.0636,-0.1628,0.21902,0.01104,0.00756,0.12852,0.04781,0.02594,-0.0008,-0.0288,-0.0496,0.07279
0.41419,-0.0396,0.21902,0.12063,-0.0041,-0.1390,0.00188,0.39304,-0.0087,0.01308,0.35031,0.07279
0.38764,0.04943,0.21902,0.01789,-0.0208,-0.1531,-0.0970,0.19481,-0.1347,-0.0527,0.15031,-0.1272
0.03366,0.11793,-0.0309,-0.0026,0.23127,-0.1531,-0.1111,0.17278,0.00699,-0.0348,-0.2189,0.07279
0.03366,0.11793,-0.0309,-0.0026,0.23127,-0.1531,-0.1111,0.17278,0.00699,-0.0348,-0.2189,0.07279
0.13100,-0.0190,0.21902,0.00419,0.27134,-0.1531,-0.0935,0.16544,-0.0008,0.07895,0.04261,0.07279
-0.1875,-0.1149,-0.0309,-0.0232,0.01257,0.04401,-0.0157,-0.1576,0.20384,-0.0527,0.19646,0.07279
0.28144,-0.1217,0.21902,0.05213,-0.0291,-0.0827,-0.0334,0.26089,0.00699,0.15080,0.08877,0.07279
-0.1875,-0.1149,-0.0309,-0.0232,0.01257,0.04401,-0.0157,-0.1576,0.20384,-0.0527,0.19646,0.07279
0.16640,-0.1971,0.21902,-0.0095,-0.0208,-0.0827,-0.0652,0.07733,-0.1347,-0.0288,-0.0035,-0.1272
0.19295,0.04258,0.21902,-0.0300,-0.0291,-0.0264,0.00188,0.17278,-0.0087,-0.0587,-0.1266,-0.3272
0.20180,-0.1286,0.21902,0.04528,-0.0158,0.05810,0.11142,0.18012,-0.0953,0.02506,-0.0650,0.07279
0.35224,-0.1765,0.21902,0.03843,-0.0141,0.17077,-0.0016,0.18746,-0.0874,0.08494,-0.0343,0.07279
0.13985,-0.0190,-0.0309,-0.0163,0.02593,-0.1390,-0.1147,0.07733,0.02274,-0.0827,-0.0650,-0.3272
0.04251,-0.0601,0.21902,0.01789,-0.0074,0.02993,0.22802,0.10670,-0.0087,-0.0348,-0.1419,-0.1272
0.04251,-0.0396,0.21902,0.02473,-0.0041,0.01584,0.22449,0.10670,-0.0166,-0.0348,-0.0958,-0.1272
0.20180,-0.1491,0.21902,-0.0232,-0.0408,0.02993,-0.0228,0.06265,-0.1347,-0.0887,-0.0958,0.07279
0.35224,-0.0190,0.21902,-0.0232,0.00256,-0.1531,-0.1147,0.25354,-0.0953,-0.1306,-0.1266,-0.1272
0.35224,-0.0190,0.21902,-0.0232,0.00256,-0.1531,-0.1147,0.25354,-0.0953,-0.1306,-0.1266,-0.1272
0.29914,-0.0259,0.21902,-0.0232,-0.0074,-0.1531,-0.1111,0.23886,-0.0953,-0.1366,-0.1881,-0.1272
0.32569,-0.1697,0.21902,-0.0437,-0.0224,-0.0827,-0.0899,0.06265,-0.2607,0.00110,-0.0804,0.27279
0.30799,-0.1354,0.21902,0.05898,0.00923,0.53697,0.11848,0.25354,-0.0087,0.06098,0.04261,0.27279
-0.0636,-0.0122,-0.0309,-0.0095,0.00589,-0.1109,-0.0299,0.09202,0.12510,0.00110,-0.1266,0.07279
0.24605,-0.1491,0.21902,0.01104,0.01090,0.00176,0.00188,0.13607,-0.1504,0.21667,0.02723,0.27279
-0.0902,0.13847,-0.0309,-0.0437,0.03428,0.02993,0.19622,-0.0034,-0.0402,-0.0408,-0.1727,-0.1272
-0.2937,-0.0738,-0.0309,-0.0369,-0.0458,0.04401,0.01248,-0.3705,0.32195,0.04901,0.55031,0.47279
0.16640,-0.1628,0.21902,0.00419,-0.0475,-0.1531,-0.1182,0.06265,-0.2056,0.04901,0.01184,0.27279
0.06020,-0.0533,0.21902,0.00419,-0.0057,0.07218,0.10082,0.14341,0.03062,-0.0527,-0.1112,-0.1272
-0.1521,-0.0943,0.21902,-0.0574,-0.0291,0.10035,0.36230,-0.3338,-0.1504,-0.0947,0.16569,0.07279
0.06020,-0.0533,0.21902,0.00419,-0.0057,0.07218,0.10082,0.14341,0.03062,-0.0527,-0.1112,-0.1272
0.13985,-0.0259,0.30902,0.06583,0.01090,-0.0968,-0.0122,0.26823,-0.0166,-0.0467,-0.2189,-0.1272
-0.0371,0.13163,-0.1009,0.00419,0.01424,0.05810,-0.0299,0.07733,0.06999,-0.0767,-0.1419,-0.1272
0.05136,0.04601,0.13902,0.36720,-0.0024,0.19894,0.22096,0.22417,-0.0323,-0.0527,-0.1727,-0.1272
0.36109,-0.0875,0.23902,-0.0369,-0.0475,-0.1390,-0.0793,0.19481,-0.2134,-0.0348,-0.1727,0.07279
0.31684,0.03573,0.30902,-0.0437,-0.0274,-0.1531,-0.1005,0.09202,-0.1741,-0.0168,-0.0650,0.07279
0.01596,0.03916,-0.0909,-0.0300,-0.0158,-0.1531,-0.0581,-0.0034,-0.0874,-0.1066,-0.0958,0.07279
0.38764,0.04258,0.17902,-0.0163,-0.0091,-0.0686,-0.0864,0.23886,-0.2449,0.02506,-0.1727,0.07279
-0.0105,0.26519,-0.0009,-0.0300,0.00089,-0.1249,-0.0829,-0.0401,-0.0402,-0.1126,-0.0650,-0.3272
0.43189,-0.0464,0.24902,-0.0232,-0.0274,-0.0545,-0.0405,0.28291,-0.1662,-0.0587,-0.2189,0.07279
-0.0548,0.21039,-0.2709,0.00419,-0.0107,-0.1390,-0.1147,0.05531,-0.0087,-0.0827,-0.1727,-0.1272
0.43189,-0.0464,0.24902,-0.0232,-0.0274,-0.0545,-0.0405,0.28291,-0.1662,-0.0587,-0.2189,0.07279
-0.0017,0.03573,-0.1409,0.02473,0.01424,-0.0264,0.05841,0.12138,-0.1111,-0.0228,-0.2035,0.07279
-0.0017,0.04943,-0.1409,0.00419,-0.0041,-0.1390,-0.0793,0.12138,-0.0008,-0.0408,-0.1881,0.07279
0.09560,-0.0806,0.20902,0.14117,-0.0258,-0.0827,-0.0935,0.04062,0.02274,0.07895,0.27338,0.27279
0.04251,-0.0327,0.13902,0.05213,0.00756,0.14260,0.01954,0.10670,-0.0008,-0.0767,0.01184,0.07279
0.15755,0.08368,0.09902,0.17542,0.03761,-0.0686,0.06548,0.42975,0.00699,-0.0108,-0.0035,0.07279
-0.1787,-0.1149,-0.0809,0.04528,-0.0208,-0.0123,-0.0263,-0.0841,0.19597,-0.0827,0.35031,0.07279
0.04251,-0.1971,0.26902,-0.0026,-0.0074,0.12852,0.03721,0.11404,0.06211,-0.0707,-0.1881,-0.1272
0.43189,-0.1012,0.27902,0.01104,-0.0107,-0.1531,-0.1076,0.28291,-0.2607,-0.0707,-0.1573,-0.1272
-0.0725,0.07683,-0.2709,-0.0095,-0.0174,0.02993,-0.0617,-0.0181,0.00699,-0.0348,-0.0650,0.07279
-0.0105,-0.0943,0.10902,-0.0711,-0.0491,-0.0827,-0.0617,-0.0401,-0.0402,0.04901,-0.0958,-0.1272
0.07790,0.15560,-0.0909,-0.0232,0.10105,-0.0827,0.19976,0.01125,-0.3473,0.42027,-0.0343,0.07279
0.11330,0.04943,0.22902,-0.0163,-0.0141,0.17077,0.08668,0.21683,0.14873,-0.0527,-0.1112,-0.1272
0.11330,0.04943,0.22902,-0.0163,-0.0141,0.17077,0.08668,0.21683,0.14873,-0.0527,-0.1112,-0.1272
0.28144,-0.1491,0.23902,-0.0232,-0.0141,-0.0264,-0.0652,0.10670,-0.2213,0.16278,-0.0958,0.07279
0.27259,-0.0464,0.22902,0.01104,0.05765,-0.1672,-0.1041,0.28291,-0.1426,0.02506,-0.0343,-0.1272
0.26374,-0.1080,0.13902,-0.0163,0.00089,-0.1390,-0.1076,0.15075,-0.1741,0.08494,-0.1727,-0.1272
-0.0017,0.00834,-0.0309,0.05898,-0.0191,0.00176,0.23156,0.06265,-0.0323,-0.0288,-0.1573,-0.1272
-0.0105,0.02204,-0.0409,0.05898,-0.0158,-0.0264,0.20329,0.06265,-0.0244,-0.0228,-0.1573,-0.1272
0.14870,0.03573,-0.0509,-0.0437,-0.0124,-0.0968,-0.0511,0.04796,-0.1426,-0.0647,-0.1419,-0.1272
-0.0371,-0.0122,-0.0209,0.02473,-0.0174,0.07218,-0.0051,0.04796,0.14085,0.18074,0.25800,0.07279
-0.1344,0.11108,-0.2709,0.20967,0.06099,0.07218,0.04075,0.21683,0.11723,0.03703,-0.0343,-0.1272
-0.1344,0.11108,-0.2709,0.20967,0.06099,0.07218,0.04075,0.21683,0.11723,0.03703,-0.0343,-0.1272
0.04251,0.04943,0.01902,-0.0232,0.01758,-0.1531,-0.1111,0.15075,0.03849,-0.1006,-0.2035,-0.1272
